,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Present_Age_CST,Customer_Since_year,AcceptedCmp
1686,Master,Divorced,78789.0,0,0,12,667.0,50.0,850,21,83,83,1,4,6,5,2,0,1,44,12,0
1687,Graduation,Together,56534.0,0,1,35,691.0,7.0,61,10,0,46,4,10,4,7,8,0,1,56,11,2
1688,Graduation,Single,58350.0,0,1,5,493.0,26.0,206,116,80,80,4,8,3,12,6,0,0,53,11,0
1689,Graduation,Single,81217.0,0,0,77,493.0,70.0,324,146,40,84,1,3,7,11,1,0,0,35,11,0
1690,Graduation,Single,49090.0,0,1,45,494.0,5.0,82,7,0,100,3,7,2,9,7,0,0,73,11,0
1691,Master,Divorced,61787.0,0,0,71,621.0,73.0,414,78,48,85,1,8,4,6,5,0,0,37,11,0
1692,PhD,Married,18169.0,1,0,40,9.0,0.0,5,0,0,7,1,1,0,2,8,0,0,39,11,0
1693,2n Cycle,Single,24336.0,1,0,82,1.0,6.0,2,8,2,12,1,1,0,2,7,0,0,43,12,0
1694,Graduation,Married,18222.0,0,0,70,12.0,4.0,19,12,6,14,1,2,0,3,8,0,0,34,12,0
1695,Graduation,Divorced,62335.0,0,1,87,243.0,81.0,217,85,6,26,2,3,3,13,2,0,0,72,11,0
1696,2n Cycle,Together,42033.0,1,1,95,11.0,1.0,4,2,0,7,1,1,0,2,7,0,0,53,12,0
1697,PhD,Married,86580.0,0,0,72,532.0,21.0,127,26,20,20,0,4,2,5,1,0,0,41,11,1
1698,PhD,Divorced,41437.0,1,1,5,29.0,0.0,2,0,0,1,1,1,0,3,7,0,0,67,12,0
1699,Master,Widow,73705.0,0,2,86,612.0,81.0,520,258,107,107,2,9,6,8,5,0,0,73,10,0
1700,Graduation,Married,61064.0,0,1,80,387.0,81.0,342,0,45,180,5,8,4,11,6,0,0,48,12,0
1701,Master,Married,38452.0,1,1,62,56.0,0.0,14,0,0,2,3,3,0,3,7,0,0,69,10,0
1702,Graduation,Single,18358.0,1,0,49,6.0,8.0,19,16,4,4,3,3,0,4,7,0,0,35,11,0
1703,PhD,Together,55012.0,0,1,85,582.0,0.0,65,0,0,13,6,8,2,9,5,0,0,51,10,0
1704,Basic,Together,9722.0,1,0,7,6.0,17.0,16,6,16,42,4,3,1,3,8,0,1,51,12,0
1705,PhD,Married,38175.0,1,0,6,70.0,6.0,69,2,3,3,3,3,1,4,7,0,0,40,11,0
1706,Master,Together,58656.0,0,1,25,962.0,12.0,194,16,24,12,4,7,8,13,6,0,0,68,12,1
1707,Graduation,Together,52117.0,0,1,55,112.0,10.0,107,30,0,20,2,5,2,4,7,0,0,59,12,0
1708,Graduation,Married,64813.0,1,0,81,293.0,0.0,124,179,97,52,1,7,2,10,5,0,0,46,10,0
1709,PhD,Married,54222.0,0,1,98,199.0,12.0,31,3,12,7,1,3,3,5,3,0,0,51,10,0
1710,Graduation,Married,83512.0,0,0,31,1060.0,61.0,835,80,20,101,1,4,7,10,1,0,1,38,10,4
1711,Master,Married,77520.0,0,1,30,940.0,44.0,396,0,88,58,1,8,7,7,4,0,1,65,11,3
1712,Graduation,Together,41154.0,0,1,98,44.0,2.0,11,2,3,7,1,1,0,4,5,0,0,46,11,0
1713,Graduation,Married,80398.0,0,0,92,342.0,51.0,936,207,35,26,1,5,8,12,3,0,0,58,12,1
1714,Basic,Single,18746.0,1,0,41,2.0,10.0,11,12,9,20,2,3,0,3,6,0,0,32,10,0
1715,Graduation,Together,35196.0,1,0,68,75.0,12.0,141,43,39,187,6,6,1,5,8,0,0,40,12,0
1716,Graduation,Single,60230.0,0,1,78,520.0,20.0,367,39,81,40,2,6,3,6,5,0,0,68,11,0
1717,Graduation,Married,22108.0,1,1,46,5.0,3.0,9,6,2,6,2,2,0,3,7,0,0,47,10,0
1718,Graduation,Together,44392.0,1,1,71,87.0,5.0,71,7,12,29,5,4,1,4,7,0,0,50,11,0
1719,PhD,Married,55424.0,0,1,6,462.0,61.0,184,10,53,107,4,7,5,9,6,0,1,48,12,1
1720,Graduation,Married,17688.0,1,0,82,2.0,2.0,1,3,1,2,1,1,0,2,8,1,0,45,11,0
1721,PhD,Married,92491.0,0,0,71,979.0,44.0,935,29,25,22,1,7,5,12,3,0,1,41,11,3
1722,Graduation,Single,90273.0,0,0,32,704.0,81.0,853,120,74,111,1,5,6,7,2,0,1,33,11,3
1723,PhD,Widow,82571.0,0,0,28,861.0,31.0,558,62,95,79,0,6,5,13,2,0,0,62,10,1
1724,PhD,Single,38513.0,1,0,20,172.0,3.0,115,16,0,18,5,6,1,5,8,0,1,42,10,0
1725,Master,Single,16653.0,1,0,10,5.0,7.0,31,15,4,7,3,2,1,3,6,0,1,45,10,0
1726,Graduation,Together,42586.0,1,1,7,194.0,2.0,56,0,0,0,5,4,1,6,8,0,1,69,12,0
1727,Basic,Single,23529.0,0,1,67,9.0,7.0,13,3,2,20,1,1,1,2,6,0,0,59,11,0
1728,Master,Together,74881.0,1,1,48,505.0,72.0,270,36,27,54,4,9,2,12,5,0,0,63,11,0
1729,Graduation,Married,71107.0,0,1,61,533.0,10.0,217,198,174,195,2,7,6,13,4,0,0,73,11,0
1730,PhD,Together,46910.0,1,1,36,48.0,0.0,14,0,0,6,2,2,0,3,6,0,0,60,10,0
1731,Graduation,Married,18690.0,0,0,77,6.0,1.0,7,23,4,19,1,1,1,2,8,0,0,65,12,0
1732,Graduation,Divorced,37244.0,1,1,90,18.0,2.0,10,0,0,25,1,1,1,2,7,0,0,69,11,1
1733,Graduation,Together,82427.0,0,0,35,482.0,81.0,509,104,107,107,1,3,5,12,1,0,0,58,10,1
1734,2n Cycle,Single,75342.0,0,1,38,204.0,81.0,97,21,118,26,1,5,2,10,4,0,0,66,11,0
1735,Graduation,Divorced,70044.0,0,1,46,1073.0,0.0,250,153,14,14,4,7,10,5,5,0,0,70,11,0
1736,Graduation,Single,79146.0,1,1,33,245.0,16.0,223,21,43,16,2,8,1,8,6,0,0,57,10,0
1737,Graduation,Married,77437.0,0,0,70,560.0,21.0,442,29,44,29,1,4,5,13,1,0,0,61,11,1
1738,Graduation,Married,54984.0,0,1,51,173.0,13.0,131,32,3,6,4,6,1,6,7,0,0,65,10,1
1739,PhD,Married,42403.0,1,0,18,22.0,1.0,11,0,5,3,1,1,0,3,8,0,0,53,11,0
1740,Graduation,Together,55761.0,0,1,97,136.0,1.0,12,0,3,32,2,4,1,3,6,0,0,60,10,1
1741,Graduation,Together,37292.0,1,0,32,275.0,0.0,86,10,23,66,5,6,3,5,8,0,0,41,11,0
1742,PhD,Single,45576.0,0,0,9,56.0,19.0,29,2,14,25,1,3,1,3,8,0,1,79,10,0
1743,Graduation,Together,70321.0,0,0,6,303.0,23.0,751,82,26,191,1,6,5,13,4,0,1,77,11,0
1744,PhD,Divorced,58086.0,0,1,80,708.0,7.0,62,0,0,15,2,11,3,7,8,0,0,55,11,0
1745,Graduation,Married,81795.0,0,0,74,324.0,81.0,693,27,118,88,1,4,11,7,2,0,0,72,12,0
1746,Basic,Together,28389.0,0,0,49,1.0,5.0,3,7,4,8,1,1,0,2,7,0,0,77,12,0
1747,Master,Married,66835.0,0,0,21,620.0,26.0,195,34,17,141,1,6,4,13,2,0,0,78,11,0
1748,Graduation,Divorced,69901.0,0,1,95,312.0,21.0,206,102,92,149,3,7,3,10,5,0,0,55,11,0
1749,PhD,Married,80360.0,0,0,56,1225.0,81.0,454,112,43,43,2,4,4,5,2,0,0,75,11,3
1750,PhD,Together,63342.0,0,1,48,918.0,21.0,118,13,10,21,3,8,3,5,6,0,1,63,12,1
1751,Graduation,Married,44989.0,0,1,26,98.0,0.0,106,49,10,106,5,5,1,5,6,0,0,50,12,0
1752,2n Cycle,Single,31859.0,1,0,3,3.0,4.0,7,15,8,11,1,1,0,3,7,0,0,44,10,0
1753,PhD,Widow,51569.0,0,1,39,380.0,0.0,47,6,0,34,4,7,1,7,8,0,1,75,11,1
1754,Graduation,Widow,30372.0,1,1,33,15.0,0.0,12,7,3,7,3,2,0,3,7,0,0,53,12,0
1755,Basic,Single,16014.0,1,1,42,3.0,9.0,4,7,8,7,4,1,1,4,3,0,0,45,11,0
1756,Graduation,Married,41120.0,1,1,80,24.0,2.0,23,0,8,24,3,2,1,3,6,0,0,56,11,0
1757,Master,Single,39763.0,1,0,9,80.0,1.0,60,4,6,16,2,5,1,2,9,0,1,53,11,0
1758,PhD,Married,38725.0,1,1,52,31.0,0.0,6,2,1,5,2,1,0,4,4,0,0,69,10,0
1759,Graduation,Married,77981.0,1,0,78,138.0,81.0,204,16,126,60,3,7,4,7,5,0,0,52,11,0
1760,2n Cycle,Married,62905.0,0,1,68,166.0,75.0,96,119,107,59,3,7,2,8,4,0,0,60,11,0
1761,2n Cycle,Divorced,13533.0,1,0,45,12.0,3.0,8,8,0,17,2,2,0,3,7,0,0,45,11,0
1762,Graduation,Together,59481.0,0,1,47,178.0,3.0,85,71,66,58,2,3,3,8,2,0,0,49,11,0
1763,Graduation,Married,72117.0,0,1,34,707.0,20.0,171,65,60,50,1,9,7,9,5,0,0,47,11,0
1764,2n Cycle,Married,21955.0,1,0,81,5.0,1.0,7,17,14,11,2,2,1,3,6,0,0,38,11,0
1765,Graduation,Married,67131.0,0,1,72,465.0,71.0,250,93,35,62,3,9,2,12,6,0,0,68,11,0
1766,PhD,Single,36802.0,1,0,23,16.0,1.0,2,0,0,1,1,1,0,3,5,0,0,44,10,0
1767,Graduation,Together,71853.0,0,0,29,358.0,81.0,413,141,97,32,1,2,8,6,1,0,0,42,11,0
1768,Basic,Married,28249.0,0,0,80,1.0,9.0,7,2,14,10,1,2,0,3,6,0,0,63,10,0
1769,Master,Married,47808.0,0,1,30,123.0,1.0,26,2,0,72,2,3,2,3,7,0,0,49,11,1
1770,PhD,Divorced,25509.0,1,0,15,40.0,3.0,30,10,7,11,3,3,0,3,9,0,1,50,12,0
1771,PhD,Married,51012.0,0,0,86,102.0,9.0,63,2,9,24,1,4,1,4,6,0,0,78,11,0
1772,Graduation,Single,70596.0,0,0,68,347.0,44.0,534,17,0,26,1,3,5,12,2,0,0,39,12,0
1773,PhD,Together,85431.0,0,0,54,376.0,53.0,462,168,53,53,1,2,7,7,0,0,0,72,11,0
1774,Graduation,Married,42664.0,0,1,44,21.0,0.0,3,0,0,0,1,1,0,3,6,0,0,57,10,0
1775,Graduation,Together,42586.0,1,1,7,194.0,2.0,56,0,0,0,5,4,1,6,8,0,1,69,12,0
1776,Graduation,Single,29760.0,1,0,87,64.0,4.0,68,7,5,17,4,3,1,4,8,0,0,39,12,0
1777,PhD,Married,28973.0,0,0,59,206.0,0.0,46,3,2,12,2,5,1,5,8,0,0,47,12,0
1778,PhD,Together,39435.0,1,0,16,71.0,0.0,18,0,0,13,1,3,1,2,7,0,0,51,11,0
1779,2n Cycle,Married,65370.0,0,0,1,71.0,22.0,112,138,89,29,1,2,3,13,1,0,0,40,11,0
1780,Basic,Single,20194.0,1,0,64,0.0,4.0,7,11,10,15,2,2,0,3,6,0,0,45,12,0
1781,PhD,Single,42473.0,1,1,72,93.0,1.0,21,0,4,25,3,2,1,4,5,0,0,48,10,0
1782,Graduation,Married,64590.0,0,0,98,920.0,81.0,168,36,46,30,1,9,4,10,6,0,0,56,12,0
1783,Graduation,Together,71232.0,0,1,91,653.0,17.0,170,34,26,17,2,11,2,10,7,0,0,65,11,0
1784,Graduation,Together,34600.0,1,1,8,199.0,33.0,60,8,3,15,5,5,2,5,8,0,1,53,11,0
1785,Graduation,Single,46904.0,1,1,20,153.0,4.0,56,0,9,31,4,5,1,4,8,0,0,57,12,0
1786,Graduation,Married,49094.0,0,1,6,376.0,0.0,38,11,8,69,5,6,3,6,6,0,0,51,12,0
1787,Graduation,Together,36075.0,1,0,54,46.0,0.0,30,12,1,30,1,2,0,4,6,0,0,41,11,0
1788,2n Cycle,Together,60839.0,1,1,72,600.0,21.0,128,223,150,128,13,2,2,12,8,0,0,45,12,0
1789,Graduation,Together,77298.0,0,1,46,425.0,81.0,292,23,35,79,1,6,6,11,3,0,0,45,11,0
1790,Graduation,Together,34026.0,1,1,11,18.0,6.0,15,12,8,17,3,2,1,3,5,0,0,74,11,0
1791,PhD,Single,48918.0,1,1,21,52.0,0.0,9,0,0,1,2,1,0,4,4,0,0,61,10,0
1792,2n Cycle,Together,82122.0,0,0,89,734.0,22.0,350,151,25,100,1,3,9,13,1,0,0,62,11,1
1793,Graduation,Single,37697.0,1,0,82,34.0,6.0,21,11,4,8,1,2,1,3,6,0,0,48,10,0
1794,Graduation,Together,34074.0,1,1,69,135.0,1.0,41,10,1,67,5,3,3,3,6,0,0,72,11,1
1795,Master,Married,28520.0,1,1,55,11.0,0.0,10,0,2,20,1,1,1,2,6,0,0,64,11,0
1796,Graduation,Single,62535.0,0,1,13,163.0,48.0,90,0,45,52,1,3,2,8,3,0,0,69,11,0
1797,Master,Single,36273.0,1,0,80,29.0,3.0,30,3,2,9,2,3,0,3,6,0,0,47,10,0
1798,Graduation,Together,63404.0,0,2,97,734.0,26.0,70,11,44,17,2,6,3,4,4,0,0,60,10,1
1799,2n Cycle,Together,75774.0,1,0,27,340.0,21.0,134,258,14,56,1,7,5,8,4,0,0,43,10,0
1800,Graduation,Together,78416.0,0,1,99,453.0,38.0,279,188,38,183,2,7,7,10,3,0,0,48,10,0
1801,Graduation,Together,75702.0,0,1,87,1073.0,0.0,629,145,37,37,1,10,5,13,6,0,0,50,12,1
1802,Master,Together,59385.0,1,1,85,135.0,0.0,10,0,4,36,2,3,1,4,5,0,0,73,11,0
1803,Graduation,Single,37070.0,1,1,30,231.0,7.0,137,4,15,39,9,5,1,8,7,0,1,58,11,0
1804,Graduation,Married,44689.0,1,1,82,18.0,0.0,5,0,0,11,2,1,1,2,7,0,0,73,10,1
1805,Graduation,Together,53977.0,0,1,21,620.0,16.0,165,0,24,82,5,5,5,12,5,0,0,66,11,0
1806,PhD,Single,7144.0,0,2,92,81.0,4.0,33,5,2,291,0,23,1,1,0,0,0,58,11,0
1807,Graduation,Single,18701.0,1,1,95,12.0,4.0,2,10,6,10,4,2,0,4,5,0,0,60,11,0
1808,Graduation,Married,90369.0,0,0,2,292.0,51.0,981,224,23,17,1,4,6,6,1,0,1,68,10,0
1809,PhD,Single,63159.0,0,0,74,965.0,34.0,586,89,86,37,1,3,5,8,3,0,0,50,12,1
1810,Graduation,Together,37758.0,1,1,49,27.0,2.0,10,0,0,1,2,1,0,3,8,0,0,58,12,0
1811,PhD,Single,46757.0,0,1,71,777.0,30.0,163,0,51,122,6,4,4,7,9,0,0,61,12,0
1812,Master,Married,79734.0,0,0,72,572.0,8.0,232,23,62,17,1,4,3,6,1,0,0,55,10,1
1813,Graduation,Together,63207.0,0,0,68,438.0,81.0,565,91,169,70,1,2,3,6,7,0,0,32,11,1
1814,Graduation,Divorced,72071.0,0,1,4,531.0,69.0,300,150,138,150,3,5,4,8,2,0,0,70,11,0
1815,PhD,Together,21840.0,1,0,80,17.0,0.0,9,0,0,1,1,1,0,3,9,0,0,41,11,0
1816,2n Cycle,Together,58582.0,0,1,15,402.0,35.0,106,101,77,42,2,9,2,9,5,0,0,42,11,1
1817,Graduation,Single,72282.0,0,0,70,503.0,27.0,419,90,139,153,1,5,7,9,7,0,1,73,11,0
1818,Graduation,Married,50387.0,0,2,91,369.0,9.0,87,12,14,34,3,6,2,8,5,0,0,68,11,0
1819,PhD,Together,32583.0,1,1,10,5.0,0.0,3,0,0,1,1,1,0,2,7,0,0,63,10,0
1820,Graduation,Together,62568.0,0,1,99,362.0,17.0,398,80,35,61,3,5,3,5,4,0,0,62,10,1
1821,Master,Divorced,44635.0,1,1,25,56.0,0.0,9,0,0,3,2,2,0,3,7,0,0,53,11,0
1822,Master,Single,33316.0,1,1,34,79.0,1.0,31,4,4,12,3,2,1,4,6,0,0,53,11,0
1823,Graduation,Married,63967.0,0,1,57,387.0,81.0,141,73,35,162,3,4,4,12,2,0,0,56,11,0
1824,2n Cycle,Together,52513.0,0,0,84,367.0,17.0,241,104,188,232,2,9,5,9,7,0,0,46,12,0
1825,Graduation,Married,25293.0,1,0,51,15.0,0.0,11,0,2,9,1,1,1,2,8,0,0,55,11,0
1826,PhD,Widow,54111.0,0,1,97,267.0,6.0,54,8,3,50,2,5,2,6,5,0,0,59,11,0
1827,Graduation,Together,78394.0,0,0,13,298.0,27.0,697,216,24,166,1,4,6,5,2,0,1,38,11,0
1828,Master,Married,80739.0,0,0,92,674.0,81.0,736,39,0,92,1,3,11,9,1,0,0,66,11,0
1829,Master,Together,22669.0,1,0,30,16.0,14.0,36,37,22,48,3,4,1,2,9,0,1,49,11,0
1830,Graduation,Single,29236.0,1,0,30,37.0,4.0,24,16,9,9,2,4,0,3,9,0,0,37,11,0
1831,Graduation,Together,44911.0,0,1,11,159.0,0.0,22,2,1,31,3,4,1,4,7,0,0,65,11,0
1832,PhD,Married,54693.0,0,1,72,686.0,17.0,142,23,26,35,8,6,4,13,6,0,0,62,11,0
1833,Graduation,Together,48186.0,1,0,39,97.0,3.0,66,12,7,34,3,4,1,4,7,0,0,50,10,0
1834,Graduation,Married,54809.0,1,1,0,63.0,6.0,57,13,13,22,4,2,1,5,4,0,1,47,11,0
1835,Graduation,Together,41580.0,1,1,15,56.0,5.0,24,4,0,3,3,2,1,3,5,0,0,46,12,0
1836,PhD,Married,80336.0,0,0,12,209.0,19.0,456,160,142,66,1,2,9,13,1,0,0,54,11,0
1837,Graduation,Married,47743.0,0,1,56,198.0,2.0,43,0,12,20,3,4,1,6,6,0,0,67,11,1
1838,2n Cycle,Married,62972.0,0,1,39,313.0,15.0,47,20,0,192,2,7,4,3,6,0,0,69,12,0
1839,PhD,Divorced,57333.0,0,1,55,941.0,14.0,397,76,58,176,11,8,5,9,6,0,1,70,12,0
1840,PhD,Together,32313.0,1,0,60,86.0,4.0,56,2,4,7,3,4,0,4,9,0,0,42,11,0
1841,Master,Widow,84953.0,0,0,73,167.0,48.0,602,63,72,72,1,3,10,4,2,0,1,71,11,3
1842,Master,Divorced,27071.0,1,0,90,8.0,3.0,19,0,2,3,2,2,0,3,6,0,0,56,10,0
1843,Master,Together,68148.0,0,0,86,389.0,66.0,408,37,57,85,1,4,4,6,2,0,0,67,11,0
1844,Master,Together,65735.0,1,1,37,239.0,7.0,119,4,15,11,5,6,2,6,7,0,0,59,11,0
1845,PhD,Married,86836.0,0,0,7,179.0,21.0,273,0,21,63,1,6,10,6,5,0,1,49,12,3
1846,PhD,Married,4023.0,1,1,29,5.0,0.0,1,1,1,1,15,0,0,0,19,0,0,61,10,0
1847,Graduation,Married,30093.0,0,0,19,2.0,6.0,28,13,4,16,1,2,0,3,7,0,0,34,11,0
1848,PhD,Married,57705.0,0,1,14,383.0,0.0,53,6,4,40,3,8,1,6,6,0,0,58,10,0
1849,Graduation,Single,25008.0,1,0,72,2.0,8.0,8,6,1,9,2,1,0,3,8,0,0,36,10,0
1850,2n Cycle,Single,83257.0,0,0,56,536.0,27.0,590,38,107,67,1,5,10,12,6,1,1,29,12,2
1851,Graduation,Together,22280.0,1,0,85,2.0,1.0,4,3,1,2,1,1,0,2,8,0,0,49,11,0
1852,PhD,Married,72159.0,0,0,62,322.0,53.0,899,34,40,53,1,4,6,10,2,0,0,46,12,0
1853,Graduation,Together,64260.0,0,0,1,539.0,81.0,816,20,0,30,1,4,5,4,3,0,1,63,11,0
1854,PhD,Single,82733.0,0,0,28,712.0,50.0,420,65,38,38,1,8,4,7,4,0,1,40,11,0
1855,Master,Divorced,74290.0,0,1,70,1121.0,0.0,72,0,12,12,4,10,8,10,6,0,0,53,11,2
1856,Master,Single,58217.0,2,1,84,68.0,1.0,13,3,5,13,1,2,0,4,6,0,0,73,12,0
1857,Master,Together,21024.0,0,0,89,36.0,4.0,18,6,2,18,1,2,0,4,7,0,0,48,11,0
1858,PhD,Married,70116.0,0,0,73,707.0,44.0,603,95,58,29,1,2,8,12,1,0,0,52,11,0
1859,Graduation,Together,54006.0,1,0,42,174.0,77.0,203,6,24,97,2,8,1,7,7,0,0,39,12,0
1860,PhD,Married,69063.0,0,1,16,666.0,35.0,124,69,8,26,1,5,3,5,3,0,0,58,12,0
1861,2n Cycle,Divorced,11448.0,0,0,16,0.0,0.0,0,6,2,6,1,1,0,2,6,0,0,49,11,0
1862,Graduation,Single,61825.0,0,1,56,162.0,50.0,100,55,30,27,1,4,2,8,4,0,0,45,11,0
1863,Graduation,Married,70886.0,1,0,65,407.0,70.0,239,103,88,53,1,5,4,4,2,0,0,53,11,0
1864,Graduation,Married,69109.0,0,0,10,823.0,25.0,459,124,29,95,1,6,6,7,4,0,1,42,12,1
1865,Graduation,Widow,60208.0,1,1,13,488.0,23.0,71,15,0,59,11,8,3,7,7,0,1,51,12,1
1866,Master,Together,32889.0,1,1,78,28.0,0.0,13,4,2,8,3,2,1,3,5,0,0,56,11,0
1867,Graduation,Single,34738.0,1,0,51,3.0,2.0,10,3,0,2,1,1,0,3,6,0,0,40,10,0
1868,Master,Together,30538.0,1,0,27,284.0,0.0,52,8,3,20,4,9,0,4,10,0,0,53,12,0
1869,2n Cycle,Together,82326.0,0,0,30,938.0,81.0,754,159,81,183,1,5,10,6,2,0,1,47,10,3
1870,PhD,Divorced,26642.0,1,0,71,13.0,2.0,15,2,2,8,2,2,0,3,6,0,0,57,10,0
1871,Graduation,Divorced,69932.0,0,1,97,412.0,81.0,153,150,105,57,2,7,6,11,4,0,0,60,11,0
1872,Graduation,Single,44503.0,1,1,83,31.0,1.0,8,0,0,8,2,2,0,3,6,0,0,52,10,0
1873,PhD,Single,60200.0,0,1,3,502.0,19.0,132,0,6,26,6,6,2,11,6,0,0,76,11,0
1874,Graduation,Divorced,49638.0,0,1,71,18.0,10.0,3,3,5,0,1,1,0,3,2,0,0,72,10,0
1875,2n Cycle,Single,23830.0,0,0,3,1.0,8.0,6,4,8,16,1,1,0,3,7,0,0,37,10,0
1876,Master,Widow,33051.0,0,0,15,100.0,71.0,243,108,94,219,3,9,1,8,9,0,1,65,12,0
1877,Graduation,Married,72905.0,0,0,52,407.0,81.0,445,181,165,203,1,3,7,9,1,0,0,66,10,1
1878,PhD,Together,69702.0,0,1,8,664.0,9.0,240,50,19,57,2,7,7,10,4,0,0,73,11,0
1879,Graduation,Divorced,70300.0,1,0,89,1045.0,61.0,338,60,46,46,3,5,5,13,8,0,0,49,11,0
1880,PhD,Married,70643.0,0,0,66,1218.0,81.0,304,23,143,33,1,5,8,4,6,0,1,40,12,0
1881,PhD,Married,30396.0,1,0,22,15.0,0.0,6,0,1,12,2,1,1,2,7,0,1,55,10,1
1882,PhD,Divorced,50616.0,0,1,56,128.0,0.0,16,0,1,4,2,4,0,4,7,0,0,56,10,0
1883,Master,Single,62772.0,0,1,74,581.0,49.0,157,43,8,108,1,5,6,11,2,0,0,55,11,1
1884,PhD,Single,30298.0,0,0,48,6.0,3.0,12,6,1,0,1,1,1,3,3,0,0,39,10,0
1885,Graduation,Single,52413.0,1,0,67,185.0,8.0,133,56,56,12,2,7,1,7,7,0,0,40,12,0
1886,PhD,Married,44155.0,1,1,24,22.0,1.0,9,0,0,14,1,1,1,2,4,0,0,67,10,0
1887,PhD,Divorced,86979.0,0,0,67,584.0,81.0,835,65,83,35,1,5,5,5,2,0,1,53,11,1
1888,Graduation,Together,76532.0,1,1,38,355.0,30.0,177,90,138,30,4,9,5,7,5,0,0,49,11,0
1889,Graduation,Married,42081.0,1,0,86,175.0,10.0,110,54,6,27,2,6,3,4,6,0,0,42,11,1
1890,PhD,Married,67546.0,0,0,90,864.0,81.0,768,150,38,172,1,4,10,5,3,0,0,36,12,0
1891,Master,Together,88420.0,0,0,87,957.0,81.0,612,99,95,153,1,4,7,8,1,0,0,35,10,3
1892,Graduation,Married,31158.0,1,0,62,25.0,6.0,16,20,0,5,2,2,0,3,8,0,0,39,11,0
1893,Graduation,Divorced,61671.0,0,1,23,641.0,7.0,56,0,0,28,8,10,4,6,8,0,0,56,10,2
1894,Graduation,Single,69719.0,0,0,99,273.0,81.0,208,177,14,43,1,2,3,5,1,0,0,50,10,0
1895,Graduation,Divorced,49160.0,0,1,29,122.0,21.0,43,25,10,15,2,3,1,6,6,0,0,75,11,0
1896,Basic,Together,24882.0,1,0,52,1.0,4.0,10,29,0,36,1,1,1,2,6,0,0,46,12,1
1897,PhD,Single,90933.0,0,0,90,1020.0,31.0,430,62,63,79,1,4,6,4,1,0,0,70,10,1
1898,PhD,Single,113734.0,0,0,9,6.0,2.0,3,1,262,3,0,27,0,0,1,0,0,79,10,0
1899,PhD,Together,59292.0,0,1,71,378.0,14.0,68,19,14,14,2,3,5,8,3,0,0,74,11,0
1900,PhD,Married,45759.0,1,1,13,42.0,1.0,18,3,0,4,2,2,0,3,7,0,0,60,11,0
1901,Graduation,Single,22148.0,0,0,16,15.0,5.0,14,0,4,11,1,1,0,3,7,0,0,41,10,0
1902,Master,Married,73395.0,0,0,94,272.0,7.0,80,20,7,11,1,4,4,6,2,0,0,37,10,0
1903,Graduation,Divorced,29819.0,1,0,77,9.0,1.0,24,2,1,2,3,3,0,3,6,0,0,53,11,0
1904,Graduation,Married,45688.0,0,1,20,279.0,0.0,18,0,0,9,2,3,1,8,4,0,0,56,10,1
1905,Graduation,Married,62820.0,0,0,51,398.0,61.0,265,138,61,53,1,3,4,6,1,0,0,70,11,0
1906,PhD,Married,60491.0,0,1,81,637.0,47.0,237,12,19,76,4,6,11,7,5,0,0,53,11,0
1907,Graduation,Together,33235.0,1,0,71,45.0,0.0,16,2,1,6,1,3,0,3,7,0,0,38,10,0
1908,Graduation,Married,35701.0,0,0,36,21.0,1.0,9,7,3,5,1,1,0,3,6,0,0,65,11,0
1909,Master,Married,31535.0,1,0,95,15.0,4.0,13,0,0,19,1,1,1,2,7,0,0,44,11,1
1910,2n Cycle,Together,92556.0,0,0,32,493.0,81.0,352,184,23,28,0,3,5,13,0,0,0,64,10,0
1911,Graduation,Single,67384.0,0,1,32,957.0,40.0,175,158,53,107,2,7,8,5,5,0,0,54,12,1
1912,Master,Together,80573.0,0,0,85,829.0,81.0,430,60,92,15,1,4,6,13,2,0,0,53,12,0
1913,Graduation,Married,77870.0,0,1,93,1017.0,50.0,500,65,50,133,3,5,5,5,8,0,1,57,12,2
1914,PhD,Widow,52278.0,0,1,24,953.0,0.0,71,0,0,174,6,10,5,10,8,0,0,61,11,0
1915,Graduation,Single,57107.0,0,1,44,159.0,0.0,120,0,0,137,7,4,4,8,8,0,1,56,12,2
1916,Graduation,Married,18929.0,0,0,15,32.0,0.0,8,23,4,18,1,1,0,4,6,0,0,34,11,0
1917,PhD,Single,36038.0,1,0,82,23.0,0.0,15,0,2,7,2,3,0,3,6,0,0,43,11,0
1918,Graduation,Single,20180.0,0,0,27,18.0,42.0,24,15,20,18,1,2,1,4,7,0,0,48,11,0
1919,PhD,Together,34230.0,1,1,72,15.0,0.0,4,0,0,2,1,1,0,2,7,0,0,59,12,0
1920,2n Cycle,Single,31878.0,0,1,7,23.0,4.0,5,10,5,23,1,1,0,4,3,0,0,47,10,0
1921,2n Cycle,Married,70932.0,0,1,57,200.0,81.0,100,46,185,185,2,6,2,12,3,0,0,52,10,0
1922,Graduation,Single,91249.0,0,0,84,1225.0,27.0,119,71,108,27,0,7,9,6,4,0,1,68,12,4
1923,Master,Single,77598.0,0,0,53,1193.0,33.0,281,129,66,33,1,7,5,13,3,0,0,81,11,1
1924,Graduation,Single,80982.0,1,1,48,505.0,81.0,401,104,22,22,3,11,5,11,5,1,0,65,11,0
